source_id,canonical_id,cell,status,role,mechanism_claims,effect_claims
ADD-Synapse,WF-0488,L5.U,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L5.V,unassessed,primary_mechanism,,
ADD-Synapse,WF-0488,L5.F,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L1.W,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L1.P,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L1.R,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L1.U,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L1.V,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L1.F,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L2.W,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L2.P,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L2.R,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L2.U,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L2.V,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L2.F,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L3.W,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L3.P,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L3.R,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L3.U,present,primary_mechanism,PC-047,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L3.V,present,primary_mechanism,PC-047,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L3.F,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L4.W,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L4.P,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L4.R,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L4.U,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L4.V,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L4.F,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L5.W,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L5.P,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L5.R,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L5.U,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L5.V,unassessed,primary_mechanism,,
CHAIN-R1-WF-0269,CHAIN-R1-WF-0269,L5.F,unassessed,primary_mechanism,,
SUR-2404.13501,SUR-2404.13501,L1.W,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L1.P,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L1.R,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L1.U,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L1.V,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L1.F,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L2.W,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L2.P,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L2.R,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L2.U,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L2.V,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L2.F,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L3.W,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L3.P,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L3.R,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L3.U,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L3.V,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L3.F,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L4.W,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L4.P,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L4.R,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L4.U,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L4.V,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L4.F,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L5.W,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L5.P,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L5.R,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L5.U,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L5.V,unassessed,secondary_context,,
SUR-2404.13501,SUR-2404.13501,L5.F,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L1.W,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L1.P,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L1.R,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L1.U,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L1.V,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L1.F,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L2.W,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L2.P,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L2.R,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L2.U,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L2.V,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L2.F,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L3.W,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L3.P,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L3.R,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L3.U,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L3.V,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L3.F,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L4.W,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L4.P,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L4.R,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L4.U,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L4.V,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L4.F,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L5.W,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L5.P,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L5.R,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L5.U,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L5.V,unassessed,secondary_context,,
SUR-2411.18279,WF-0479,L5.F,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L1.W,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L1.P,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L1.R,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L1.U,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L1.V,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L1.F,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L2.W,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L2.P,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L2.R,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L2.U,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L2.V,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L2.F,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L3.W,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L3.P,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L3.R,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L3.U,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L3.V,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L3.F,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L4.W,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L4.P,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L4.R,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L4.U,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L4.V,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L4.F,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L5.W,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L5.P,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L5.R,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L5.U,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L5.V,unassessed,secondary_context,,
SUR-2412.13501,SUR-2412.13501,L5.F,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L1.W,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L1.P,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L1.R,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L1.U,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L1.V,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L1.F,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L2.W,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L2.P,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L2.R,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L2.U,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L2.V,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L2.F,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L3.W,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L3.P,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L3.R,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L3.U,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L3.V,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L3.F,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L4.W,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L4.P,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L4.R,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L4.U,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L4.V,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L4.F,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L5.W,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L5.P,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L5.R,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L5.U,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L5.V,unassessed,secondary_context,,
SUR-2504.13865,WF-0029,L5.F,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L1.W,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L1.P,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L1.R,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L1.U,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L1.V,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L1.F,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L2.W,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L2.P,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L2.R,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L2.U,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L2.V,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L2.F,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L3.W,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L3.P,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L3.R,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L3.U,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L3.V,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L3.F,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L4.W,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L4.P,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L4.R,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L4.U,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L4.V,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L4.F,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L5.W,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L5.P,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L5.R,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L5.U,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L5.V,unassessed,secondary_context,,
SUR-2508.04482,SUR-2508.04482,L5.F,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L1.W,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L1.P,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L1.R,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L1.U,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L1.V,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L1.F,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L2.W,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L2.P,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L2.R,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L2.U,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L2.V,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L2.F,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L3.W,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L3.P,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L3.R,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L3.U,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L3.V,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L3.F,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L4.W,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L4.P,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L4.R,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L4.U,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L4.V,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L4.F,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L5.W,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L5.P,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L5.R,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L5.U,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L5.V,unassessed,secondary_context,,
SUR-2603.07670,SUR-2603.07670,L5.F,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L1.W,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L1.P,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L1.R,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L1.U,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L1.V,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L1.F,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L2.W,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L2.P,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L2.R,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L2.U,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L2.V,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L2.F,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L3.W,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L3.P,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L3.R,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L3.U,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L3.V,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L3.F,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L4.W,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L4.P,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L4.R,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L4.U,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L4.V,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L4.F,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L5.W,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L5.P,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L5.R,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L5.U,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L5.V,unassessed,secondary_context,,
SUR-2604.16548,SUR-2604.16548,L5.F,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L1.W,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L1.P,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L1.R,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L1.U,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L1.V,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L1.F,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L2.W,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L2.P,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L2.R,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L2.U,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L2.V,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L2.F,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L3.W,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L3.P,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L3.R,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L3.U,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L3.V,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L3.F,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L4.W,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L4.P,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L4.R,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L4.U,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L4.V,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L4.F,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L5.W,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L5.P,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L5.R,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L5.U,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L5.V,unassessed,secondary_context,,
SUR-2609.02309,SUR-2609.02309,L5.F,unassessed,secondary_context,,
WF-0012,WF-0012,L1.W,unassessed,component_diagnostic,,
WF-0012,WF-0012,L1.P,unassessed,component_diagnostic,,
WF-0012,WF-0012,L1.R,unassessed,component_diagnostic,,
WF-0012,WF-0012,L1.U,unassessed,component_diagnostic,,
WF-0012,WF-0012,L1.V,unassessed,component_diagnostic,,
WF-0012,WF-0012,L1.F,unassessed,component_diagnostic,,
WF-0012,WF-0012,L2.W,unassessed,component_diagnostic,,
WF-0012,WF-0012,L2.P,unassessed,component_diagnostic,,
WF-0012,WF-0012,L2.R,unassessed,component_diagnostic,,
WF-0012,WF-0012,L2.U,unassessed,component_diagnostic,,
WF-0012,WF-0012,L2.V,unassessed,component_diagnostic,,
WF-0012,WF-0012,L2.F,unassessed,component_diagnostic,,
WF-0012,WF-0012,L3.W,unassessed,component_diagnostic,,
WF-0012,WF-0012,L3.P,unassessed,component_diagnostic,,
WF-0012,WF-0012,L3.R,unassessed,component_diagnostic,,
WF-0012,WF-0012,L3.U,unassessed,component_diagnostic,,
WF-0012,WF-0012,L3.V,unassessed,component_diagnostic,,
WF-0012,WF-0012,L3.F,unassessed,component_diagnostic,,
WF-0012,WF-0012,L4.W,unassessed,component_diagnostic,,
WF-0012,WF-0012,L4.P,unassessed,component_diagnostic,,
WF-0012,WF-0012,L4.R,unassessed,component_diagnostic,,
WF-0012,WF-0012,L4.U,unassessed,component_diagnostic,,
WF-0012,WF-0012,L4.V,unassessed,component_diagnostic,,
WF-0012,WF-0012,L4.F,unassessed,component_diagnostic,,
WF-0012,WF-0012,L5.W,unassessed,component_diagnostic,,
WF-0012,WF-0012,L5.P,unassessed,component_diagnostic,,
WF-0012,WF-0012,L5.R,unassessed,component_diagnostic,,
WF-0012,WF-0012,L5.U,unassessed,component_diagnostic,,
WF-0012,WF-0012,L5.V,unassessed,component_diagnostic,,
WF-0012,WF-0012,L5.F,unassessed,component_diagnostic,,
WF-0027,WF-0027,L1.W,unassessed,primary_mechanism,,
WF-0027,WF-0027,L1.P,unassessed,primary_mechanism,,
WF-0027,WF-0027,L1.R,unassessed,primary_mechanism,,
WF-0027,WF-0027,L1.U,unassessed,primary_mechanism,,
WF-0027,WF-0027,L1.V,unassessed,primary_mechanism,,
WF-0027,WF-0027,L1.F,unassessed,primary_mechanism,,
WF-0027,WF-0027,L2.W,unassessed,primary_mechanism,,
WF-0027,WF-0027,L2.P,unassessed,primary_mechanism,,
WF-0027,WF-0027,L2.R,unassessed,primary_mechanism,,
WF-0027,WF-0027,L2.U,unassessed,primary_mechanism,,
WF-0027,WF-0027,L2.V,unassessed,primary_mechanism,,
WF-0027,WF-0027,L2.F,unassessed,primary_mechanism,,
WF-0027,WF-0027,L3.W,unassessed,primary_mechanism,,
WF-0027,WF-0027,L3.P,unassessed,primary_mechanism,,
WF-0027,WF-0027,L3.R,unassessed,primary_mechanism,,
WF-0027,WF-0027,L3.U,present,primary_mechanism,PC-028,
WF-0027,WF-0027,L3.V,unassessed,primary_mechanism,,
WF-0027,WF-0027,L3.F,unassessed,primary_mechanism,,
WF-0027,WF-0027,L4.W,unassessed,primary_mechanism,,
WF-0027,WF-0027,L4.P,unassessed,primary_mechanism,,
WF-0027,WF-0027,L4.R,unassessed,primary_mechanism,,
WF-0027,WF-0027,L4.U,unassessed,primary_mechanism,,
WF-0027,WF-0027,L4.V,unassessed,primary_mechanism,,
WF-0027,WF-0027,L4.F,unassessed,primary_mechanism,,
WF-0027,WF-0027,L5.W,unassessed,primary_mechanism,,
WF-0027,WF-0027,L5.P,unassessed,primary_mechanism,,
WF-0027,WF-0027,L5.R,unassessed,primary_mechanism,,
WF-0027,WF-0027,L5.U,unassessed,primary_mechanism,,
WF-0027,WF-0027,L5.V,unassessed,primary_mechanism,,
WF-0027,WF-0027,L5.F,unassessed,primary_mechanism,,
WF-0040,WF-0040,L1.W,unassessed,primary_mechanism,,
WF-0040,WF-0040,L1.P,unassessed,primary_mechanism,,
WF-0040,WF-0040,L1.R,unassessed,primary_mechanism,,
WF-0040,WF-0040,L1.U,unassessed,primary_mechanism,,
WF-0040,WF-0040,L1.V,unassessed,primary_mechanism,,
WF-0040,WF-0040,L1.F,unassessed,primary_mechanism,,
WF-0040,WF-0040,L2.W,unassessed,primary_mechanism,,
WF-0040,WF-0040,L2.P,unassessed,primary_mechanism,,
WF-0040,WF-0040,L2.R,unassessed,primary_mechanism,,
WF-0040,WF-0040,L2.U,unassessed,primary_mechanism,,
WF-0040,WF-0040,L2.V,unassessed,primary_mechanism,,
WF-0040,WF-0040,L2.F,unassessed,primary_mechanism,,
WF-0040,WF-0040,L3.W,unassessed,primary_mechanism,,
WF-0040,WF-0040,L3.P,unassessed,primary_mechanism,,
WF-0040,WF-0040,L3.R,unassessed,primary_mechanism,,
WF-0040,WF-0040,L3.U,unassessed,primary_mechanism,,
WF-0040,WF-0040,L3.V,unassessed,primary_mechanism,,
WF-0040,WF-0040,L3.F,unassessed,primary_mechanism,,
WF-0040,WF-0040,L4.W,present,primary_mechanism,PC-005,
WF-0040,WF-0040,L4.P,unassessed,primary_mechanism,,
WF-0040,WF-0040,L4.R,unassessed,primary_mechanism,,
WF-0040,WF-0040,L4.U,present,primary_mechanism,PC-005,
WF-0040,WF-0040,L4.V,present,primary_mechanism,PC-005,
WF-0040,WF-0040,L4.F,present,primary_mechanism,PC-005,
WF-0040,WF-0040,L5.W,unassessed,primary_mechanism,,
WF-0040,WF-0040,L5.P,unassessed,primary_mechanism,,
WF-0040,WF-0040,L5.R,unassessed,primary_mechanism,,
WF-0040,WF-0040,L5.U,unassessed,primary_mechanism,,
WF-0040,WF-0040,L5.V,unassessed,primary_mechanism,,
WF-0040,WF-0040,L5.F,unassessed,primary_mechanism,,
WF-0046,WF-0046,L1.W,unassessed,primary_mechanism,,
WF-0046,WF-0046,L1.P,unassessed,primary_mechanism,,
WF-0046,WF-0046,L1.R,unassessed,primary_mechanism,,
WF-0046,WF-0046,L1.U,unassessed,primary_mechanism,,
WF-0046,WF-0046,L1.V,unassessed,primary_mechanism,,
WF-0046,WF-0046,L1.F,unassessed,primary_mechanism,,
WF-0046,WF-0046,L2.W,unassessed,primary_mechanism,,
WF-0046,WF-0046,L2.P,unassessed,primary_mechanism,,
WF-0046,WF-0046,L2.R,unassessed,primary_mechanism,,
WF-0046,WF-0046,L2.U,unassessed,primary_mechanism,,
WF-0046,WF-0046,L2.V,unassessed,primary_mechanism,,
WF-0046,WF-0046,L2.F,unassessed,primary_mechanism,,
WF-0046,WF-0046,L3.W,present,primary_mechanism,PC-001;PC-002,
WF-0046,WF-0046,L3.P,present,primary_mechanism,PC-002,
WF-0046,WF-0046,L3.R,unassessed,primary_mechanism,,
WF-0046,WF-0046,L3.U,unassessed,primary_mechanism,,
WF-0046,WF-0046,L3.V,unassessed,primary_mechanism,,
WF-0046,WF-0046,L3.F,present,primary_mechanism,PC-001;PC-002,
