source_id,canonical_id,title,authors,year,doi,arxiv_id,sha256,metadata_status,role,scope_note,pdf_version,pdf_version_date,source_url,venue,bib_type,local_evidence_filename
WF-0156,WF-0156,ActionEngine: From Reactive to Programmatic GUI Agents via State Machine Memory,Hongbin Zhong and Fazle Faisal and Luis França and Tanakorn Leesatapornwongsa and Adriana Szekeres and Kexin Rong and Suman Nath,2026,,2602.20502,1632d027321a591896b8fbe07908c9988f91db54058e5304c4836d6f5fce83f0,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2602.20502v1,24 Feb 2026,https://arxiv.org/abs/2602.20502v1,,misc,REC-000156.pdf
WF-0164,WF-0164,M$^2$: Dual-Memory Augmentation for Long-Horizon Web Agents via Trajectory Summarization and Insight Retrieval,Dawei Yan and Haokui Zhang and Guangda Huzhang and Yang Li and Yibo Wang and Qing-Guo Chen and Zhao Xu and Weihua Luo and Ying Li and Wei Dong and Chunhua Shen,2026,,2603.00503,0f1368a2f24eb80855018b736ad2338a0081881ccf07f2cbfbb7136592e0bce8,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2603.00503v1,28 Feb 2026,https://arxiv.org/abs/2603.00503v1,,misc,REC-000164.pdf
WF-0166,WF-0166,PlugMem: A Task-Agnostic Plugin Memory Module for LLM Agents,Ke Yang and Zixi Chen and Xuan He and Jize Jiang and Michel Galley and Chenglong Wang and Jianfeng Gao and Jiawei Han and ChengXiang Zhai,2026,,2603.03296,34244dce1a09abef60aea08a68a6d1dba3758b29be63b021c983d7181df4ab15,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2603.03296v1,6 Feb 2026,https://arxiv.org/abs/2603.03296v1,,misc,REC-000166.pdf
WF-0168,WF-0168,STRUCTUREDAGENT: Planning with AND/OR Trees for Long-Horizon Web Tasks,ELita Lobo and Xu Chen and Jingjing Meng and Nan Xi and Yang Jiao and Chirag Agarwal and Yair Zick and Yan Gao,2026,,2603.05294,132d18fc44c96f72908ccd17ee230abaef3777d86bcd045ee78d7a1b554a32e6,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2603.05294v2,6 Mar 2026,https://arxiv.org/abs/2603.05294v2,,misc,REC-000168.pdf
WF-0169,WF-0169,Enhancing Web Agents with a Hierarchical Memory Tree,Yunteng Tan and Zhi Gao and Xinxiao Wu,2026,,2603.07024,405f6e5d9d908f0c03fe8c66c0cf9d49e515d5f78b5cb7c4607952638d961610,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2603.07024v1,7 Mar 2026,https://arxiv.org/abs/2603.07024v1,,misc,REC-000169.pdf
WF-0172,WF-0172,Hybrid Self-evolving Structured Memory for GUI Agents,Sibo Zhu and Wenyi Wu and Kun Zhou and Stephen Wang and Biwei Huang,2026,,2603.10291,2938b25f2a741186e0c25be3e2f4e58a17a8fd765c8732a6dc39f106e6e194d6,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2603.10291v1,11 Mar 2026,https://arxiv.org/abs/2603.10291v1,,misc,REC-000172.pdf
WF-0179,WF-0179,AndroTMem: From Interaction Trajectories to Anchored Memory in Long-Horizon GUI Agents,Yibo Shi and Jungang Li and Linghao Zhang and Zihao Dongfang and Biao Wu and Sicheng Tao and Yibo Yan and Chenxi Qin and Weiting Liu and Zhixin Lin and Hanqian Li and Yu Huang and Song Dai and Yonghua Hei and Yue Ding and Xiang Li and Shikang Wang and Chengdong Xu and Jingqi Liu and Xueying Ma and Zhiwen Zheng and Xiaofei Zhang and Bincheng Wang and Nichen Yang and Jie Wu and Lihua Tian and Chen Li and Xuming Hu,2026,,2603.18429,9a45ae8a299165309cda24e605121ac991f526b30a6ba3507bf76a1a1f9c7727,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2603.18429v1,19 Mar 2026,https://arxiv.org/abs/2603.18429v1,,misc,REC-000179.pdf
WF-0181,WF-0181,A Subgoal-driven Framework for Improving Long-Horizon LLM Agents,Taiyi Wang and Sian Gooding and Florian Hartmann and Oriana Riva and Edward Grefenstette,2026,,2603.19685,32c8d2564be621dd8da01480cfd60928c90dbd15a8b33d06bd80e2cf064b8a70,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2603.19685v1,20 Mar 2026,https://arxiv.org/abs/2603.19685v1,,misc,REC-000181.pdf
WF-0186,WF-0186,Vision2Web: A Hierarchical Benchmark for Visual Website Development with Agent Verification,Zehai He and Wenyi Hong and Zhen Yang and Ziyang Pan and Mingdao Liu and Xiaotao Gu and Jie Tang,2026,,2603.26648,b26512c454e8c37083fde347a4002966407f285eadcd826552f5c760782cf2f8,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2603.26648v3,20 Jul 2026,https://arxiv.org/abs/2603.26648v3,,misc,REC-000186.pdf
WF-0187,WF-0187,AgentSwing: Adaptive Parallel Context Management Routing for Long-Horizon Web Agents,Zhaopeng Feng and Liangcai Su and Zhen Zhang and Xinyu Wang and Xiaotian Zhang and Xiaobin Wang and Runnan Fang and Qi Zhang and Baixuan Li and Shihao Cai and Rui Ye and Hui Chen and Jiang Yong and Joey Tianyi Zhou and Chenxiong Qian and Pengjun Xie and Bryan Hooi and Zuozhu Liu and Jingren Zhou,2026,,2603.27490,1aee88e500cbd23e2af649b270fd22e17c16a7857e4b2cb29c368fcbd684bc46,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2603.27490v1,29 Mar 2026,https://arxiv.org/abs/2603.27490v1,,misc,REC-000187.pdf
WF-0190,WF-0190,"Poison Once, Exploit Forever: Environment-Injected Memory Poisoning Attacks on Web Agents",Wei Zou and Mingwen Dong and Miguel Romero Calvo and Shuaichen Chang and Jiang Guo and Dongkyu Lee and Xing Niu and Xiaofei Ma and Yanjun Qi and Jiarong Jiang,2026,,2604.02623,e22b8d07ac02fed9e6c1fe3150f8ef1d56dcb9e545c089bb3c706d38ca6eec2a,arxiv_identity_checked,primary_evaluation,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2604.02623v2,7 Apr 2026,https://arxiv.org/abs/2604.02623v2,,misc,REC-000190.pdf
WF-0193,WF-0193,Gym-Anything: Turn any Software into an Agent Environment,Pranjal Aggarwal and Graham Neubig and Sean Welleck,2026,,2604.06126,14c933ca460112b0b50e0d4ae17b9a5555ece5db0c767dc85627fa4c670a9c0b,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2604.06126v1,7 Apr 2026,https://arxiv.org/abs/2604.06126v1,,misc,REC-000193.pdf
WF-0195,WF-0195,VenusBench-Mobile: A Challenging and User-Centric Benchmark for Mobile GUI Agents with Capability Diagnostics,Yichen Gong and Zhuohan Cai and Sunhao Dai and Yuqi Zhou and Zhangxuan Gu and Changhua Meng and Shuheng Shen,2026,,2604.06182,2fdbbf8d7509841bef4c2f2057e59737cc7c344c7296020296680deab0796eb9,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2604.06182v1,6 Feb 2026,https://arxiv.org/abs/2604.06182v1,,misc,REC-000195.pdf
WF-0199,WF-0199,"ClawGUI: A Unified Framework for Training, Evaluating, and Deploying GUI Agents",Fei Tang and Zhiqiong Lu and Boxuan Zhang and Weiming Lu and Jun Xiao and Yueting Zhuang and Yongliang Shen,2026,,2604.11784,8ff6aa8ea5f6954f5aecd90119eb638d92642bfc4e8fc2419149c1d10179ac72,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2604.11784v1,13 Apr 2026,https://arxiv.org/abs/2604.11784v1,,misc,REC-000199.pdf
WF-0202,WF-0202,WebXSkill: Skill Learning for Autonomous Web Agents,Zhaoyang Wang and Qianhui Wu and Xuchao Zhang and Chaoyun Zhang and Wenlin Yao and Fazle Elahi Faisal and Baolin Peng and Si Qin and Suman Nath and Qingwei Lin and Chetan Bansal and Dongmei Zhang and Saravan Rajmohan and Jianfeng Gao and Huaxiu Yao,2026,,2604.13318,4bc71aee55d2995dfa36b219c39f0edb1d43fd1ba390d67414fd5c038f7e53ff,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2604.13318v2,31 Aug 2026,https://arxiv.org/abs/2604.13318v2,,misc,REC-000202.pdf
WF-0204,WF-0204,UI-Copilot: Advancing Long-Horizon GUI Automation via Tool-Integrated Policy Optimization,Zhengxi Lu and Fei Tang and Guangyi Liu and Kaitao Song and Xu Tan and Jin Ma and Wenqi Zhang and Weiming Lu and Jun Xiao and Yueting Zhuang and Yongliang Shen,2026,,2604.13822,f009204196258d18ed8428460caa4275c9c5309d6577ffb0f30cb72b6574ccbd,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2604.13822v1,15 Apr 2026,https://arxiv.org/abs/2604.13822v1,,misc,REC-000204.pdf
WF-0205,WF-0205,"SkillDroid: Compile Once, Reuse Forever",Qijia Chen and Andrea Bellucci and Zhida Sun and Giulio Jacucci,2026,,2604.14872,16d3ff533b2d3e5370c4827ae1027db46493bc4e486c6a013a5aa5a3d603c467,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2604.14872v1,16 Apr 2026,https://arxiv.org/abs/2604.14872v1,,misc,REC-000205.pdf
WF-0207,WF-0207,Mango: Multi-Agent Web Navigation via Global-View Optimization,Weixi Tong and Yifeng Di and Tianyi Zhang,2026,,2604.18779,200cf0ec1ac71bd6ea7dbcb3cc8ebe7f45f4661077bed42d148724364a1a6b90,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2604.18779v1,20 Apr 2026,https://arxiv.org/abs/2604.18779v1,,misc,REC-000207.pdf
WF-0208,WF-0208,Human-Guided Harm Recovery for Computer Use Agents,Christy Li and Sky CH-Wang and Andi Peng and Andreea Bobu,2026,,2604.18847,568165102b58fcb2cd8a2095aa82ea38c79e3c367775e29e7c6a508f9af54f78,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2604.18847v2,28 May 2026,https://arxiv.org/abs/2604.18847v2,,misc,REC-000208.pdf
WF-0215,WF-0215,Step-level Optimization for Efficient Computer-use Agents,Jinbiao Wei and Kangqi Ni and Yilun Zhao and Guo Gan and Arman Cohan,2026,,2604.27151,31e41cdac35ecd0f03a0746b1acca68dc203835520a2a70189aae6a860be6714,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2604.27151v1,29 Apr 2026,https://arxiv.org/abs/2604.27151v1,,misc,REC-000215.pdf
WF-0216,WF-0216,GUI Agents with Reinforcement Learning: Toward Digital Inhabitants,Junan Hu and Jian Liu and Jingxiang Lai and Jiarui Hu and Yiwei Sheng and Shuang Chen and Jian Li and Dazhao Du and Song Guo,2026,,2604.27955,c4645c13298418a2b6f55ba11b401823f413781f63e743b45d52c7aca27812d1,arxiv_identity_checked,secondary_context,原文为综述/框架；旧 primary 角色不沿用,2604.27955v1,30 Apr 2026,https://arxiv.org/abs/2604.27955v1,,misc,REC-000216.pdf
WF-0219,WF-0219,Securing Computer-Use Agents: A Unified Architecture-Lifecycle Framework for Deployment-Grounded Reliability,Zejian Chen and Zhanyuan Liu and Chaozhuo Li and Mengxiang Han and Songyang Liu and Litian Zhang and Feng Gao and Yiming Hei and Xi Zhang,2026,,2605.07110,7a015a1e18163e935c0a9ecabdb0dcffcf229b42442373c50bf1acdd02a083a8,arxiv_identity_checked,secondary_context,原文为综述/框架；旧 primary 角色不沿用,2605.07110v1,8 May 2026,https://arxiv.org/abs/2605.07110v1,,misc,REC-000219.pdf
WF-0221,WF-0221,WebTrap: Stealthy Mid-Task Hijacking of Browser Agents During Navigation,Zhichao Liu and Wenbo Pan and Haining Yu and Ge Gao and Tianqing Zhu and Xiaohua Jia,2026,,2605.08310,00dedf8131efd61f11ece27e6087310a7c0aa675003ce9942eeea6b05a75766a,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2605.08310v1,8 May 2026,https://arxiv.org/abs/2605.08310v1,,misc,REC-000221.pdf
WF-0222,WF-0222,Mem-W: Latent Memory-Native GUI Agents,Guibin Zhang and Yaohui Ling and Fanci Meng and Kun Wang and Shuicheng Yan,2026,,2605.09317,3e61e5754a25197b8be861a5b538626ec89b8fba61b702bf59341a3b44f0e7c7,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2605.09317v1,10 May 2026,https://arxiv.org/abs/2605.09317v1,,misc,REC-000222.pdf
WF-0224,WF-0224,Executable Agentic Memory for GUI Agent,Zerui Qin and Sheng Yue and Xingyuan Hua and Yongjian Fu and Ju Ren,2026,,2605.12294,c61a96a4b5d34c373e2ae2193077398a48284bcee2fd8724d3a06d5a1f78a982,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2605.12294v1,12 May 2026,https://arxiv.org/abs/2605.12294v1,,misc,REC-000224.pdf
WF-0225,WF-0225,LongMemEval-V2: Evaluating Long-Term Agent Memory Toward Experienced Colleagues,Di Wu and Zixiang Ji and Asmi Kawatkar and Bryan Kwan and Jia-Chen Gu and Nanyun Peng and Kai-Wei Chang,2026,,2605.12493,5734ebfe844c4b8a846e2766fb7150aa8cbca62429c137935f3fbfc0ff2cd5c3,arxiv_identity_checked,component_diagnostic,GUI 历史证据收集与问答，不是在线执行,2605.12493v1,12 May 2026,https://arxiv.org/abs/2605.12493v1,,misc,REC-000225.pdf
WF-0226,WF-0226,MMSkills: Towards Multimodal Skills for General Visual Agents,Kangning Zhang and Shuai Shao and Qingyao Li and Jianghao Lin and Lingyue Fu and Shijian Wang and Wenxiang Jiao and Yuan Lu and Weiwen Liu and Weinan Zhang and Yong Yu,2026,,2605.13527,40610b5ae03b38e65af0711a8fb8302202a32a84c08dac71545cfcfc9a775ad7,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2605.13527v3,1 Jun 2026,https://arxiv.org/abs/2605.13527v3,,misc,REC-000226.pdf
WF-0231,WF-0231,SE-GA: Memory-Augmented Self-Evolution for GUI Agents,Shilong Jin and Lanjun Wang and Zhuosheng Zhang,2026,,2605.16883,3cf1e576aee41ba673f40645634d1f1b38c0386561d6940e7b6c1ede1deec28a,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2605.16883v1,16 May 2026,https://arxiv.org/abs/2605.16883v1,,misc,REC-000231.pdf
WF-0233,WF-0233,TClone: Low-Latency Forking of Live GUI Environments for Computer-Use Agents,Yutong Huang and Vikranth Srivatsa and Alex Asch and Hansin Tushar Patwa and Yiying Zhang,2026,,2605.17320,cd6d543feb3ec804b35f91ae9dd897a563038f9230067abd5eaafd88976e46af,arxiv_identity_checked,infrastructure_context,环境恢复基础设施；不由此证明智能体内部记忆修复,2605.17320v1,17 May 2026,https://arxiv.org/abs/2605.17320v1,,misc,REC-000233.pdf
WF-0235,WF-0235,MementoGUI: Learning Agentic Multimodal Memory Control for Long-Horizon GUI Agents,Ziyun Zeng and Hang Hua and Bocheng Zou and Mu Cai and Rogerio Feris and Jiebo Luo,2026,,2605.18652,bf6e672269ac55c35870ab2b93d652b472c30fd6ad9c98797b00127d58132305,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2605.18652v1,18 May 2026,https://arxiv.org/abs/2605.18652v1,,misc,REC-000235.pdf
WF-0241,WF-0241,MemGym: a Long-Horizon Memory Environment for LLM Agents,Wujiang Xu and Yu Wang and Kai Mei and Kaiqu Liang and Zhenting Wang and Mingyu Jin and Han Zhang and Shi-Xiong Zhang and Wenyue Hua and Sambit Sahu and Dimitris N. Metaxas,2026,,2605.20833,b8894814b03fa0c7b6bdce48ecc8575a5226d6d639f5c3cf04ce84085007e2a2,arxiv_identity_checked,primary_evaluation,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2605.20833v1,20 May 2026,https://arxiv.org/abs/2605.20833v1,,misc,REC-000241.pdf
WF-0242,WF-0242,DRIVE: Modeling Skills at the Reasoning and Interaction Levels for Web Agents under Continual Learning,Xirui Liu and Sihang Zhou and Yanning Hou and Rong Zhou and Haoyuan Chen and Maolin He and Siwei Wang and Hao Chen and Jian Huang,2026,,2605.23939,214a04e671a1e67611d7c1d803e7dd5038b45800f4cadb258c0014fb3625fa63,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2605.23939v1,28 Apr 2026,https://arxiv.org/abs/2605.23939v1,,misc,REC-000242.pdf
WF-0243,WF-0243,PANDO: Efficient Multimodal AI Agents via Online Skill Distillation,Yubo Li and Yidi Miao and Yuntian Shen and Yuxin Liu,2026,,2605.24785,749e6ecb0fa6dcaf2ca9e6d37aa1129fd47d7661e774c3466c00b2b5b71bb181,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2605.24785v2,26 May 2026,https://arxiv.org/abs/2605.24785v2,,misc,REC-000243.pdf
WF-0246,WF-0246,MobileExplorer: Accelerating On-Device Inference for Mobile GUI Agents via Online Exploration,Runxi Huang and Liyu Zhang and Shengzhong Liu and Xiaomin Ouyang,2026,,2605.26546,1485b80d31b1d5bad2f40a5157a4ade3911ec278d39b58eff5773c936d31ed0e,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2605.26546v1,26 May 2026,https://arxiv.org/abs/2605.26546v1,,misc,REC-000246.pdf
WF-0249,WF-0249,MaskClaw: Edge-Side Personalized Privacy Arbitration for GUI Agents with Behavior-Driven Skill Evolution,Yanqiu Zhao and Dongying Zheng and Kaibo Huang and Yukun Wei and Zhongliang Yang and Linna Zhou,2026,,2605.28646,46d44b95aae9de79b7b322478b4a9feeded620e056d2d5165969a2834cb4d2d1,arxiv_identity_checked,component_diagnostic,曝光策略记忆；E1/E2 是静态单步诊断,2605.28646v2,29 May 2026,https://arxiv.org/abs/2605.28646v2,,misc,REC-000249.pdf
WF-0253,WF-0253,STAMP: Training Explicit Memory for Mobile GUI Agents in Controllable and Scalable Virtual Environments,Junyang Wang and Haiyang Xu and Xi Zhang and Zhaoqing Zhu and Ming Yan and Jieping Ye and Jitao Sang,2026,,2605.29324,95b9acf3e81cc5e99b763ab1ea5487a7ead0fc84e84783d39d3e39d77e766ce4,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2605.29324v1,28 May 2026,https://arxiv.org/abs/2605.29324v1,,misc,REC-000253.pdf
WF-0257,WF-0257,Agent Skills Should Go Beyond Text: The Case for Visual Skills,Binxiao Xu and Ruichuan An and Bocheng Zou and Hang Hua,2026,,2606.01414,d6b443ab2dae06c30cb683ab7184a7e8774108663df552c41eaa088861a1e13f,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.01414v1,31 May 2026,https://arxiv.org/abs/2606.01414v1,,misc,REC-000257.pdf
WF-0263,WF-0263,Online Skill Learning for Web Agents via State-Grounded Dynamic Retrieval,Jiaxi Li and Ke Deng and Yun Wang and Jingyuan Huang and Yucheng Shi and Qiaoyu Tan and Jin Lu and Ninghao Liu,2026,,2606.04391,7fabd21e6d23dc9e035ed0fea4aed7e5c36e3e3b8942f3c1d735408917663b7b,arxiv_identity_checked,primary_mechanism,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2606.04391v1,3 Jun 2026,https://arxiv.org/abs/2606.04391v1,,misc,REC-000263.pdf
WF-0264,WF-0264,AsyncWebRL: Efficient Asynchronous Reinforcement Learning for Multi-Step Visual Web Agents,Hao Bai and Rui Yang and Chenlu Ye and Spencer Whitehead and Aviral Kumar and Tong Zhang,2026,,2606.05597,423c18c48b337d91ecd7fe548cd67a910ccf4cc373a4b400674e9f0b2bc4cba4,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.05597v3,7 Aug 2026,https://arxiv.org/abs/2606.05597v3,,misc,REC-000264.pdf
WF-0266,WF-0266,StainFlow: Entity-Stain Tracking and Evidence Linking for Process Rewards in GUI Agents,Haojie Hao and Longkun Hao and Yihang Lou and Yan Bai and Zhenyang Li and Zhichao Yang and Dongshuo Huang and Hongyu Lin and Lanqing Hong and Jiakai Wang and Xianglong Liu,2026,,2606.07027,a1ca0cea23848c56686a509efeb684a47dd8f323a7a9f40fa492a7ba222554b3,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.07027v2,12 Jun 2026,https://arxiv.org/abs/2606.07027v2,,misc,REC-000266.pdf
WF-0270,WF-0270,WebChallenger: A Reliable and Efficient Generalist Web Agent,Jayoo Hwang and Xiaowen Zhang and Vedant Padwal,2026,,2606.10423,352e1ab2459cd7ed15f33d04160fedfb0016288602bded00a3d29c0424d8936c,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.10423v1,9 Jun 2026,https://arxiv.org/abs/2606.10423v1,,misc,REC-000270.pdf
WF-0271,WF-0271,MemVenom: Triggered Poisoning of Multimodal Memories in Web Agents,Yv Zhang and Hao Sun and Hao Fang and Kuofeng Gao and Fan Mo and Bin Chen and Shu-Tao Xia and Yaowei Wang,2026,,2606.10742,e655a7628107efb50e7a33b5239ffbe98fa4155cd7be209cbfd946b0e65c30e9,arxiv_identity_checked,primary_evaluation,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2606.10742v1,9 Jun 2026,https://arxiv.org/abs/2606.10742v1,,misc,REC-000271.pdf
WF-0273,WF-0273,A History-Aware Visually Grounded Critic for Computer Use Agents,Jaewoo Lee and Zaid Khan and Archiki Prasad and Justin Chih-Yao Chen and Supriyo Chakraborty and Kartik Balasubramaniam and Sambit Sahu and Elias Stengel-Eskin and Hyunji Lee and Mohit Bansal,2026,,2606.11078,2daae4e5d2837ca6bbc3e7dfc0316d7b5bab1f54b00de2dc1558b0518fef853f,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.11078v1,9 Jun 2026,https://arxiv.org/abs/2606.11078v1,,misc,REC-000273.pdf
WF-0276,WF-0276,Naive Visual Memory is Not Enough: A Failure-Mode Study of GUI Agents,Seoyoung Choi and Minseok Ko and Hyunseok Lee and Kunwoong Kim and Woomin Song and Chanseok Jeon and Jinwoo Shin,2026,,2606.14106,dc0b4df3b5ab79805d8c53884799be3916ab6a187f85c9e29904981af9501c47,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.14106v1,12 Jun 2026,https://arxiv.org/abs/2606.14106v1,,misc,REC-000276.pdf
WF-0277,WF-0277,Are Online Skill and Memory Modules Always Worth Their Tokens? A Budget-Constrained Study of Web Agents,Sina Hajimiri and Masih Aminbeidokhti and Jose Dolz and Ismail Ben Ayed and Issam H. Laradji and Spandana Gella and Nicolas Gontier,2026,,2606.15017,08dcb6d1288b43e5622ec2cdbbe79708424b3af339b03f6d1e92ffdfd91a2d1d,arxiv_identity_checked,primary_evaluation,仅 claims.json 明确提取的主张准入；未提取的单元格保持未知,2606.15017v2,30 Aug 2026,https://arxiv.org/abs/2606.15017v2,,misc,REC-000277.pdf
WF-0278,WF-0278,Where Did It Go Wrong? Process-Level Evaluation of Web Agents with Semantic State Tracking,Jiwan Chung and JiHyuk Byun and Vibhav Vineet and Seon Joo Kim,2026,,2606.15673,17387ab2185268f752c01e551b291e73834985e07dc68c5854fe104f3e827c03,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.15673v2,4 Aug 2026,https://arxiv.org/abs/2606.15673v2,,misc,REC-000278.pdf
WF-0280,WF-0280,LabOSBench: Benchmarking Computer Use Agents for Scientific Instrument Control,Anqi Zou and Han Deng and Chengyu Zhang and Junquan Hu and Yu Wang and Yuxiang Xing and Aokai Zhang and Hanling Zhang and Zhaoyang Liu and Ben Fei and Zhihui Wang and Wanli Ouyang,2026,,2606.16802,1b4e7f5edd6f3226cdc0af1dabce180774e043eb512995b2ea4c4202d951258d,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.16802v1,15 Jun 2026,https://arxiv.org/abs/2606.16802v1,,misc,REC-000280.pdf
WF-0281,WF-0281,Beyond Domains: Reusing Web Skills via Transferable Interaction Patterns,Shiqi He and Yue Cui and Feijie Wu and Xinyu Ma and Jiaheng Lu and Yaliang Li and Bolin Ding and Mosharaf Chowdhury,2026,,2606.17645,6f2718ce25c408436524e3fdfe8ab81a10e31fb65da29956c7b4c2048775c877,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.17645v1,16 Jun 2026,https://arxiv.org/abs/2606.17645v1,,misc,REC-000281.pdf
WF-0282,WF-0282,VISUALSKILL: Multimodal Skills for Computer-Use Agents,Ziyan Jiang and Li An and Yujian Liu and Jiabao Ji and Qiucheng Wu and Jacob Andreas and Yang Zhang and Shiyu Chang,2026,,2606.18448,3a4492e3d6bd1c2def2f44b0ba0bb6a1e4671736598faf6510ff18356f53730a,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.18448v1,16 Jun 2026,https://arxiv.org/abs/2606.18448v1,,misc,REC-000282.pdf
WF-0283,WF-0283,MemGUI-Agent: An End-to-End Long-Horizon Mobile GUI Agent with Proactive Context Management,Guangyi Liu and Gao Wu and Congxiao Liu and Pengxiang Zhao and Liang Liu and Mading Li and Qi Zhang and Mengyan Wang and Liang Guo and Yong Liu,2026,,2606.19926,53314c6b109fe41c472fcd37fa299796bbaf54ef85a1ecdfba7e2a28048ecd34,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.19926v1,18 Jun 2026,https://arxiv.org/abs/2606.19926v1,,misc,REC-000283.pdf
WF-0286,WF-0286,SkillHarness: Harnessing Safe Skills for Computer-Use Agents,Yurun Chen and Biao Yi and Keting Yin and Shengyu Zhang,2026,,2606.20636,175d2b84a0a661d300bbb62d435600e0551f3062d451b5d6906b91b48c20fce1,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.20636v1,2 Jun 2026,https://arxiv.org/abs/2606.20636v1,,misc,REC-000286.pdf
WF-0287,WF-0287,When Web Agents Finish but Still Fail: Reproducible Triggers and Trace Diagnostics for Parallel Web Exploration,Aagam Sogani and Botao Rui and Swetha Vaidyanathan and Rishi Agarwal and Minghao Yan and Shivaram Venkataraman,2026,,2606.20724,19cb99e1a1b18ffe9960e2877ca801e056ecccc6ce38f01642053b7dd7ee4e3b,arxiv_identity_checked,candidate_reference,未有新主张的条目只作候选入口；旧纳入标签不作为正式论断依据,2606.20724v2,29 Jun 2026,https://arxiv.org/abs/2606.20724v2,,misc,REC-000287.pdf
